acid_alc,acid,alc,king_cond,group_count,total_count,percentage,position1_groups,position2_groups
HK,H,K,Fungi,5,6,83.33333333333334,charged,charged
HK,H,K,Metazoa,1,6,16.666666666666664,charged,charged
HR,H,R,Metazoa,1,1,100,charged,charged
