acid_alc,acid,alc,king_cond,group_count,total_count,percentage,position1_groups,position2_groups
NP,N,P,Metazoa,6,7,85.71428571428571,amide,special
NP,N,P,Viridiplantae,1,7,14.285714285714285,amide,special
QP,Q,P,Metazoa,10,11,90.9090909090909,amide,special
QP,Q,P,Pseudomonadati,1,11,9.090909090909092,amide,special
